Vernr,Bokföringsdatum,Registreringsdatum,Konto,Benämning,Ks,Projnr,Verifikationstext,Transaktionsinfo,Debet,Kredit
K223,2025-07-04,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses. Se kvitto for andra pandadoc betalningen.,,"559,81"
K223,2025-07-04,2025-08-12,1960,Mynt,,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses. Se kvitto for andra pandadoc betalningen.,,"2239,24"
K223,2025-07-04,2025-08-12,4599,"Justering, omvänd moms",,,"PANDADOC, INC.",,,"2239,24"
K223,2025-07-04,2025-08-12,5420,Programvaror,,,"PANDADOC, INC.",,"2239,24",
K224,2025-07-22,2025-08-12,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K224,2025-07-22,2025-08-12,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K225,2025-07-23,2025-08-12,5810,Biljetter,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Bud med ny dator till Per,"162,26",
K225,2025-07-23,2025-08-12,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Bud med ny dator till Per,"9,74",
K225,2025-07-23,2025-08-12,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Bud med ny dator till Per,,"172,00"
K226,2025-07-21,2025-08-12,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K226,2025-07-21,2025-08-12,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K227,2025-07-24,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K227,2025-07-24,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K227,2025-07-24,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K227,2025-07-24,2025-08-12,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K227,2025-07-24,2025-08-12,4599,"Justering, omvänd moms",,,FS *dripify,,,"992,80"
K227,2025-07-24,2025-08-12,5420,Programvaror,,,FS *dripify,,"992,80",
K228,2025-07-09,2025-08-12,1960,Mynt,,,DISCORD* NITROYEARLY,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"969,41"
K228,2025-07-09,2025-08-12,5420,Programvaror,,,DISCORD* NITROYEARLY,,"969,41",
K229,2025-07-20,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"4445,19",
K229,2025-07-20,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,"1111,30",
K229,2025-07-20,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"1111,30"
K229,2025-07-20,2025-08-12,1960,Mynt,,,Mailchimp,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"4445,19"
K229,2025-07-20,2025-08-12,4599,"Justering, omvänd moms",,,Mailchimp,,,"4445,19"
K229,2025-07-20,2025-08-12,5420,Programvaror,,,Mailchimp,,"4445,19",
K230,2025-07-17,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K230,2025-07-17,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K230,2025-07-17,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K230,2025-07-17,2025-08-12,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K230,2025-07-17,2025-08-12,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K230,2025-07-17,2025-08-12,5420,Programvaror,,,FRAMER.COM,,"540,00",
K231,2025-07-20,2025-08-12,1960,Mynt,,,APPLE.COM/SE,Peder Burenstam Linder - 9022 physical - Default card.,,"40290,00"
K231,2025-07-20,2025-08-12,2640,Ingående moms,,,APPLE.COM/SE,,"7199,00",
K231,2025-07-20,2025-08-12,1220,Inventarier och verktyg,,,APPLE.COM/SE,,"33091,00",
K232,2025-07-07,2025-08-12,1960,Mynt,,,CLAS OHLSON,Peder Burenstam Linder - 9022 physical - Default card. 269 kr var ett privat köp,,"867,00"
K232,2025-07-07,2025-08-12,2894,Skuld Peder,,,CLAS OHLSON,,"269,00",
K232,2025-07-07,2025-08-12,2640,Ingående moms,,,CLAS OHLSON,,"119,60",
K232,2025-07-07,2025-08-12,5460,Förbrukningsmaterial,,,CLAS OHLSON,,"478,40",
K233,2025-07-04,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses.,"3534,36",
K233,2025-07-04,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses.,"883,59",
K233,2025-07-04,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"883,59"
K233,2025-07-04,2025-08-12,1960,Mynt,,,"PANDADOC, INC.",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"3534,36"
K233,2025-07-04,2025-08-12,4599,"Justering, omvänd moms",,,"PANDADOC, INC.",,,"3534,36"
K233,2025-07-04,2025-08-12,5420,Programvaror,,,"PANDADOC, INC.",,"3534,36",
K234,2025-07-07,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,NEXGOE-LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"196,58",
K234,2025-07-07,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,NEXGOE-LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,"49,15",
K234,2025-07-07,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,NEXGOE-LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"49,15"
K234,2025-07-07,2025-08-12,1960,Mynt,,,NEXGOE-LLC,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"196,58"
K234,2025-07-07,2025-08-12,4599,"Justering, omvänd moms",,,NEXGOE-LLC,,,"196,58"
K234,2025-07-07,2025-08-12,5420,Programvaror,,,NEXGOE-LLC,,"196,58",
K235,2025-07-02,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"42,75",
K235,2025-07-02,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,"10,69",
K235,2025-07-02,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"10,69"
K235,2025-07-02,2025-08-12,1960,Mynt,,,SLACK T06TQUCT19D,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"42,75"
K235,2025-07-02,2025-08-12,4599,"Justering, omvänd moms",,,SLACK T06TQUCT19D,,,"42,75"
K235,2025-07-02,2025-08-12,5420,Programvaror,,,SLACK T06TQUCT19D,,"42,75",
K236,2025-07-02,2025-08-12,5810,Biljetter,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. To AWS with equipment,"131,13",
K236,2025-07-02,2025-08-12,2640,Ingående moms,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. To AWS with equipment,"7,87",
K236,2025-07-02,2025-08-12,1960,Mynt,,,UBER * PENDING,Peder Burenstam Linder - 9022 physical - Default card. To AWS with equipment,,"139,00"
K237,2025-07-01,2025-08-12,1960,Mynt,,,COOP SODRA STATION,Ellinor Nilsson - 4539 virtual - Online.,,"145,90"
K237,2025-07-01,2025-08-12,2640,Ingående moms,,,COOP SODRA STATION,,"15,63",
K237,2025-07-01,2025-08-12,4000,Inköp av varor från Sverige,,,COOP SODRA STATION,,"130,27",
K238,2025-07-01,2025-08-12,1960,Mynt,,,P & B DELIKATESSER,Ellinor Nilsson - 4539 virtual - Online. Participants: Ellinor Nilsson. Delikatesspåsar till event,,"2312,00"
K238,2025-07-01,2025-08-12,4000,Inköp av varor från Sverige,,,P & B DELIKATESSER,,"2312,00",
K239,2025-07-17,2025-08-12,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K239,2025-07-17,2025-08-12,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K240,2025-07-01,2025-08-12,1960,Mynt,,,COOP SODRA STATION,Ellinor Nilsson - 4539 virtual - Online.,,"715,40"
K240,2025-07-01,2025-08-12,2640,Ingående moms,,,COOP SODRA STATION,,"82,10",
K240,2025-07-01,2025-08-12,4000,Inköp av varor från Sverige,,,COOP SODRA STATION,,"633,30",
K241,2025-07-02,2025-08-12,1960,Mynt,,,Arsta Butiken,Ellinor Nilsson - 4539 virtual - Online.,,"3788,89"
K241,2025-07-02,2025-08-12,2640,Ingående moms,,,Arsta Butiken,,"529,49",
K241,2025-07-02,2025-08-12,4000,Inköp av varor från Sverige,,,Arsta Butiken,,"3259,40",
K242,2025-07-01,2025-08-12,5810,Biljetter,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"138,68",
K242,2025-07-01,2025-08-12,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"8,32",
K242,2025-07-01,2025-08-12,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"147,00"
K243,2025-06-30,2025-08-12,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"939,50",
K243,2025-06-30,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,"234,88",
K243,2025-06-30,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"234,88"
K243,2025-06-30,2025-08-12,1960,Mynt,,,AIRTABLE.COM/BILL,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"939,50"
K243,2025-06-30,2025-08-12,4599,"Justering, omvänd moms",,,AIRTABLE.COM/BILL,,,"939,50"
K243,2025-06-30,2025-08-12,5420,Programvaror,,,AIRTABLE.COM/BILL,,"939,50",
K244,2025-07-07,2025-08-12,4535,"Inköp av tjänster från annat EU-land, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"131,39",
K244,2025-07-07,2025-08-12,2645,Beräknad ingående moms på förvärv från utlandet,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,"32,85",
K244,2025-07-07,2025-08-12,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"32,85"
K244,2025-07-07,2025-08-12,1960,Mynt,,,HETZNER ONLINE GMBH,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"131,39"
K244,2025-07-07,2025-08-12,4599,"Justering, omvänd moms",,,HETZNER ONLINE GMBH,,,"131,39"
K244,2025-07-07,2025-08-12,5420,Programvaror,,,HETZNER ONLINE GMBH,,"131,39",
K245,2025-07-01,2025-08-12,5810,Biljetter,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"159,43",
K245,2025-07-01,2025-08-12,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"9,57",
K245,2025-07-01,2025-08-12,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"169,00"
K246,2025-06-27,2025-08-12,6990,Övriga externa kostnader,,,SCANDINAVIAN PH,Ellinor Nilsson - 4539 virtual - Online.,"463,20",
K246,2025-06-27,2025-08-12,2640,Ingående moms,,,SCANDINAVIAN PH,Ellinor Nilsson - 4539 virtual - Online.,"115,80",
K246,2025-06-27,2025-08-12,1960,Mynt,,,SCANDINAVIAN PH,Ellinor Nilsson - 4539 virtual - Online.,,"579,00"
K247,2025-06-27,2025-08-12,5810,Biljetter,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"155,66",
K247,2025-06-27,2025-08-12,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,"9,34",
K247,2025-06-27,2025-08-12,1960,Mynt,,,UBR* PENDING.UBER.COM,Ellinor Nilsson - 4539 virtual - Online.,,"165,00"
K248,2025-07-01,2025-08-12,2640,Ingående moms,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online.,"1032,80",
K248,2025-07-01,2025-08-12,1960,Mynt,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online.,,"5164,00"
K248,2025-07-01,2025-08-12,4000,Inköp av varor från Sverige,,,Systembolaget,,"4131,20",
K249,2025-08-13,2025-08-14,5810,Biljetter,,,Zettle*Clara Akesson,"Peder Burenstam Linder - 9022 physical - Default card. Taxi från middag med Rashad, Cline","235,85",
K249,2025-08-13,2025-08-14,2640,Ingående moms,,,Zettle*Clara Akesson,"Peder Burenstam Linder - 9022 physical - Default card. Taxi från middag med Rashad, Cline","14,15",
K249,2025-08-13,2025-08-14,1960,Mynt,,,Zettle*Clara Akesson,"Peder Burenstam Linder - 9022 physical - Default card. Taxi från middag med Rashad, Cline",,"250,00"
K250,2025-08-15,2025-08-17,5810,Biljetter,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"222,64",
K250,2025-08-15,2025-08-17,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,"13,36",
K250,2025-08-15,2025-08-17,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"236,00"
K251,2025-08-15,2025-10-31,1960,Mynt,,,COOP ODENPLAN,Per Lange - 0481 physical - Default card. Is till AI-Assisted Enterprise Hackathon på handelshögsko,,"142,65"
K251,2025-08-15,2025-10-31,2640,Ingående moms,,,COOP ODENPLAN,,"16,02",
K251,2025-08-15,2025-10-31,4000,Inköp av varor från Sverige,,,COOP ODENPLAN,,"126,63",
K252,2025-08-15,2025-10-31,1960,Mynt,,,Systembolaget,Per Lange - 0481 physical - Default card. Participants: jurylista . Till hackathon event på Handels,,"360,00"
K252,2025-08-15,2025-10-31,2640,Ingående moms,,,Systembolaget,,"38,94",
K252,2025-08-15,2025-10-31,4000,Inköp av varor från Sverige,,,Systembolaget,,"321,06",
K253,2025-08-15,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"162,00"
K253,2025-08-15,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"162,00",
K254,2025-08-14,2025-10-31,1960,Mynt,,,BarTerrace,"Per Lange - 0481 physical - Default card. Participants: Per Lange, Cillers AB. Ann Christine, von wa",,"363,00"
K254,2025-08-14,2025-10-31,2640,Ingående moms,,,BarTerrace,,"35,36",
K254,2025-08-14,2025-10-31,6072,"Representation, ej avdragsgill",,,BarTerrace,,"327,64",
K255,2025-08-14,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"109,00"
K255,2025-08-14,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"109,00",
K256,2025-08-01,2025-10-31,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Per Lange - 7764 virtual - Online.,,"258,14"
K256,2025-08-01,2025-10-31,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"258,14",
K257,2025-07-02,2025-10-31,1960,Mynt,,,CLAUDE.AI SUBSCRIPTION,Per Lange - 7764 virtual - Online.,,"258,05"
K257,2025-07-02,2025-10-31,5420,Programvaror,,,CLAUDE.AI SUBSCRIPTION,,"258,05",
K258,2025-07-02,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"215,00"
K258,2025-07-02,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"215,00",
K259,2025-07-02,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Per Lange - 7764 virtual - Online.,,"156,00"
K259,2025-07-02,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"156,00",
K260,2025-08-07,2025-10-31,1960,Mynt,,,COOP.SE,"Ellinor Nilsson - 4539 virtual - Online. Coop - Chips, läsk och godis till Cline hackathon",,"3719,65"
K260,2025-08-07,2025-10-31,2640,Ingående moms,,,COOP.SE,,"393,76",
K260,2025-08-07,2025-10-31,4000,Inköp av varor från Sverige,,,COOP.SE,,"3325,89",
K261,2025-08-06,2025-10-31,1960,Mynt,,,Systembolaget,Ellinor Nilsson - 4539 virtual - Online. Alkohol till Cline 2025-08-14,,"4389,40"
K261,2025-08-06,2025-10-31,2640,Ingående moms,,,Systembolaget,,"877,88",
K261,2025-08-06,2025-10-31,4000,Inköp av varor från Sverige,,,Systembolaget,,"3511,52",
K262,2025-08-01,2025-10-31,1960,Mynt,,,flightnetwrk1086045899,Ellinor Nilsson - 4539 virtual - Online. fick pengarna tillbaka från flight network då dom ej kunde,,"451,00"
K262,2025-08-01,2025-10-31,5800,Resekostnader (gruppkonto),,,flightnetwrk1086045899,,"451,00",
K263,2025-08-02,2025-10-31,1960,Mynt,,,flightnetwrk1086045899,Ellinor Nilsson - 4539 virtual - Online. här medelande dom om återbetalningen.,"451,00",
K263,2025-08-02,2025-10-31,5800,Resekostnader (gruppkonto),,,flightnetwrk1086045899,,,"451,00"
K264,2025-07-21,2025-10-31,1960,Mynt,,,WONDERSHARE.COM,Ellinor Nilsson - 4539 virtual - Online. Har kontaktat wondershare att ändra till företag. väntar p,,"244,64"
K264,2025-07-21,2025-10-31,5420,Programvaror,,,WONDERSHARE.COM,,"244,64",
K265,2025-08-02,2025-10-31,1960,Mynt,,,HOTELCOM72064866314360,Ellinor Nilsson - 4539 virtual - Online. hotellnatt för Martin Oskarsson,,"1818,38"
K265,2025-08-02,2025-10-31,5800,Resekostnader (gruppkonto),,,HOTELCOM72064866314360,,"1818,38",
K266,2025-08-19,2025-08-19,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K266,2025-08-19,2025-08-19,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K267,2025-08-20,2025-08-20,1930,Företagskonto/checkkonto/affärskonto,,,Transfer (Deposit),,,"30000,00"
K267,2025-08-20,2025-08-20,1960,Mynt,,,Transfer (Deposit),,"30000,00",
K268,2025-08-23,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"992,80",
K268,2025-08-23,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,"248,20",
K268,2025-08-23,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"248,20"
K268,2025-08-23,2025-10-31,1960,Mynt,,,FS *dripify,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"992,80"
K268,2025-08-23,2025-10-31,4599,"Justering, omvänd moms",,,FS *dripify,,,"992,80"
K268,2025-08-23,2025-10-31,5420,Programvaror,,,FS *dripify,,"992,80",
K269,2025-08-22,2025-10-31,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. taxi from Nordic Software Hackathon to offic,"11,04",
K269,2025-08-22,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. taxi from Nordic Software Hackathon to offic,,"195,00"
K269,2025-08-22,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"183,96",
K270,2025-08-21,2025-10-31,2640,Ingående moms,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Taxi to Nordic Software hackathon with equip,"6,96",
K270,2025-08-21,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Taxi to Nordic Software hackathon with equip,,"123,00"
K270,2025-08-21,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"116,04",
K271,2025-08-15,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,Peder Burenstam Linder - 9022 physical - Default card. Taxi to Cline Hackathon with equipment,,"139,00"
K271,2025-08-15,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"139,00",
K272,2025-08-14,2025-10-31,1960,Mynt,,,UBR* PENDING.UBER.COM,"Peder Burenstam Linder - 9022 physical - Default card. Taxi to Rashad, representative from Cline",,"129,00"
K272,2025-08-14,2025-10-31,5800,Resekostnader (gruppkonto),,,UBR* PENDING.UBER.COM,,"129,00",
K273,2025-08-14,2025-10-31,4531,"Inköp av tjänster från ett land utanför EU, 25 % moms",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"10462,06",
K273,2025-08-14,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,"2615,52",
K273,2025-08-14,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"2615,52"
K273,2025-08-14,2025-10-31,1960,Mynt,,,"OPENROUTER, INC",Peder Burenstam Linder - 8538 virtual - Online expenses.,,"10462,06"
K273,2025-08-14,2025-10-31,4599,"Justering, omvänd moms",,,"OPENROUTER, INC",,,"10462,06"
K273,2025-08-14,2025-10-31,5420,Programvaror,,,"OPENROUTER, INC",,"10462,06",
K274,2025-08-17,2025-10-31,4535,"Inköp av tjänster från annat EU-land, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"540,00",
K274,2025-08-17,2025-10-31,2645,Beräknad ingående moms på förvärv från utlandet,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,"135,00",
K274,2025-08-17,2025-10-31,2614,"Utgående moms omvänd skattskyldighet, 25 %",,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"135,00"
K274,2025-08-17,2025-10-31,1960,Mynt,,,FRAMER.COM,Peder Burenstam Linder - 8538 virtual - Online expenses.,,"540,00"
K274,2025-08-17,2025-10-31,4599,"Justering, omvänd moms",,,FRAMER.COM,,,"540,00"
K274,2025-08-17,2025-10-31,5420,Programvaror,,,FRAMER.COM,,"540,00",
K275,2025-08-19,2025-08-24,5460,Förbrukningsmaterial,,,Hyrcentralen Datapar,Peder Burenstam Linder - 9022 physical - Default card.,"640,00",
K275,2025-08-19,2025-08-24,2640,Ingående moms,,,Hyrcentralen Datapar,Peder Burenstam Linder - 9022 physical - Default card.,"160,00",
